id,slug,market_segment,name,brand,type,category,description,price_base_usd,release_date,release_year,compatibility,specs,technologies,benchmarks,tags,created_at,price_base_eur
ram-kingston-fury-beast-ddr5-16gb-2x8-6000-cl30-expo,kingston-fury-beast-ddr5-16gb-2x8-6000-cl30-expo,performance,Kingston FURY Beast 16GB (2x8GB) DDR5 6000MHz CL30 AMD EXPO,Kingston,ram,Memory Module,"Kit Kingston FURY Beast Black DDR5 de 16GB en configuración dual channel 2x8GB, P/N KF560C30BBEK2-16. Funciona a 6000MT/s con latencias 30-36-36, voltaje de 1.40V, perfiles AMD EXPO e Intel XMP 3.0, formato 288-pin DIMM, Non-ECC, Unbuffered y disipador negro de bajo perfil.",345.39,,,"{""technology"":""DDR5""}","{""rank"":""1Rx16"",""speed"":6000,""latency"":30,""timings"":""30-36-36"",""voltage"":1.4,""buffered"":false,""capacity"":16,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x8"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":8,""profile_support"":[""AMD EXPO"",""Intel XMP 3.0""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking certificado para plataformas AMD DDR5 compatibles.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""On-Die ECC"",""description"":""Corrección de errores interna del chip DDR5 para mejorar estabilidad a alta velocidad; no equivale a ECC de servidor.""},{""name"":""PMIC On-Module"",""description"":""Circuito integrado de gestión de energía en el módulo para alimentación DDR5.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de bajo perfil para mejorar compatibilidad física con disipadores de CPU.""}]","{""latency_ns"":10,""read_speed"":96,""write_speed"":96}","[""DDR5"",""Kingston"",""FURY Beast"",""16GB"",""2x8"",""6000MHz"",""CL30"",""AMD EXPO""]",2026-08-17 11:22:00+00,317.76
ram-kingston-fury-beast-ddr5-32gb-1x32-6000-cl30-expo,kingston-fury-beast-ddr5-32gb-1x32-6000-cl30-expo,performance,Kingston FURY Beast 32GB (1x32GB) DDR5 6000MHz CL30 AMD EXPO,Kingston,ram,Memory Module,"Módulo Kingston FURY Beast Black DDR5 de 32GB en configuración single channel 1x32GB, P/N KF560C30BBE-32. Funciona a 6000MT/s con latencias 30-36-36, voltaje de 1.40V, perfiles AMD EXPO e Intel XMP 3.0, formato 288-pin DIMM, Non-ECC, Unbuffered y disipador negro de bajo perfil.",552.24,,,"{""technology"":""DDR5""}","{""rank"":""2Rx8"",""speed"":6000,""latency"":30,""timings"":""30-36-36"",""voltage"":1.4,""buffered"":false,""capacity"":32,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x32"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":32,""profile_support"":[""AMD EXPO"",""Intel XMP 3.0""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking certificado para plataformas AMD DDR5 compatibles.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""On-Die ECC"",""description"":""Corrección de errores interna del chip DDR5 para mejorar estabilidad a alta velocidad; no equivale a ECC de servidor.""},{""name"":""PMIC On-Module"",""description"":""Circuito integrado de gestión de energía en el módulo para alimentación DDR5.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""}]","{""latency_ns"":10,""read_speed"":48,""write_speed"":48}","[""DDR5"",""Kingston"",""FURY Beast"",""32GB"",""1x32"",""Single Channel"",""6000MHz"",""CL30"",""AMD EXPO""]",2026-08-17 11:22:00+00,508.06
ram-kingston-fury-beast-ddr5-32gb-2x16-6000-cl30-expo,kingston-fury-beast-ddr5-32gb-2x16-6000-cl30-expo,performance,Kingston FURY Beast 32GB (2x16GB) DDR5 6000MHz CL30 AMD EXPO,Kingston,ram,Memory Module,"Kit Kingston FURY Beast Black DDR5 de 32GB en configuración dual channel 2x16GB, P/N KF560C30BBEK2-32. Funciona a 6000MT/s con latencias 30-36-36, voltaje de 1.40V, perfiles AMD EXPO e Intel XMP 3.0, formato 288-pin DIMM, Non-ECC, Unbuffered, disipador negro de bajo perfil y compatibilidad para plataformas DDR5 AMD e Intel.",607.61,,,"{""technology"":""DDR5""}","{""rank"":""1Rx8"",""speed"":6000,""latency"":30,""timings"":""30-36-36"",""voltage"":1.4,""buffered"":false,""capacity"":32,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x16"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""AMD EXPO"",""Intel XMP 3.0""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking certificado para plataformas AMD DDR5 compatibles.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""On-Die ECC"",""description"":""Corrección de errores interna del chip DDR5 para mejorar estabilidad a alta velocidad; no equivale a ECC de servidor.""},{""name"":""PMIC On-Module"",""description"":""Circuito integrado de gestión de energía en el módulo para alimentación DDR5.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de bajo perfil para mejorar compatibilidad física con disipadores de CPU.""}]","{""latency_ns"":10,""read_speed"":96,""write_speed"":96}","[""DDR5"",""Kingston"",""FURY Beast"",""32GB"",""2x16"",""6000MHz"",""CL30"",""AMD EXPO"",""AM5 Sweet Spot""]",2026-08-17 11:22:00+00,559.00
ram-kingston-fury-beast-ddr5-64gb-2x32-6000-cl30-expo,kingston-fury-beast-ddr5-64gb-2x32-6000-cl30-expo,performance,Kingston FURY Beast 64GB (2x32GB) DDR5 6000MHz CL30 AMD EXPO,Kingston,ram,Memory Module,"Kit Kingston FURY Beast Black DDR5 de 64GB en configuración dual channel 2x32GB, P/N KF560C30BBEK2-64. Funciona a 6000MT/s con latencias 30-36-36, voltaje de 1.40V, perfiles AMD EXPO e Intel XMP 3.0, formato 288-pin DIMM, Non-ECC, Unbuffered y disipador negro de bajo perfil.",1049.99,,,"{""technology"":""DDR5""}","{""rank"":""2Rx8"",""speed"":6000,""latency"":30,""timings"":""30-36-36"",""voltage"":1.4,""buffered"":false,""capacity"":64,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x32"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":32,""profile_support"":[""AMD EXPO"",""Intel XMP 3.0""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking certificado para plataformas AMD DDR5 compatibles.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""On-Die ECC"",""description"":""Corrección de errores interna del chip DDR5 para mejorar estabilidad a alta velocidad; no equivale a ECC de servidor.""},{""name"":""PMIC On-Module"",""description"":""Circuito integrado de gestión de energía en el módulo para alimentación DDR5.""},{""name"":""Low-Profile Heat Spreader"",""description"":""Disipador de bajo perfil para mejorar compatibilidad física con disipadores de CPU.""}]","{""latency_ns"":10,""read_speed"":96,""write_speed"":96}","[""DDR5"",""Kingston"",""FURY Beast"",""64GB"",""2x32"",""6000MHz"",""CL30"",""AMD EXPO"",""High Capacity""]",2026-08-17 11:22:00+00,1210.98
ram-kingston-fury-beast-ddr5-8gb-1x8-6000-cl30-expo,kingston-fury-beast-ddr5-8gb-1x8-6000-cl30-expo,performance,Kingston FURY Beast 8GB (1x8GB) DDR5 6000MHz CL30 AMD EXPO,Kingston,ram,Memory Module,"Módulo Kingston FURY Beast Black DDR5 de 8GB en configuración single channel 1x8GB, P/N KF560C30BBE-8. Funciona a 6000MT/s con latencias 30-36-36, voltaje de 1.40V, perfiles AMD EXPO e Intel XMP 3.0, formato 288-pin DIMM, Non-ECC, Unbuffered y disipador negro de bajo perfil.",165.67,,,"{""technology"":""DDR5""}","{""rank"":""1Rx16"",""speed"":6000,""latency"":30,""timings"":""30-36-36"",""voltage"":1.4,""buffered"":false,""capacity"":8,""technology"":""DDR5"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x8"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":8,""profile_support"":[""AMD EXPO"",""Intel XMP 3.0""],""overclocking_headroom"":""High""}","[{""name"":""AMD EXPO"",""description"":""Perfil de overclocking certificado para plataformas AMD DDR5 compatibles.""},{""name"":""Intel XMP 3.0"",""description"":""Perfil de memoria compatible con plataformas Intel DDR5 compatibles.""},{""name"":""On-Die ECC"",""description"":""Corrección de errores interna del chip DDR5 para mejorar estabilidad a alta velocidad; no equivale a ECC de servidor.""},{""name"":""PMIC On-Module"",""description"":""Circuito integrado de gestión de energía en el módulo para alimentación DDR5.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliaciones básicas.""}]","{""latency_ns"":10,""read_speed"":48,""write_speed"":48}","[""DDR5"",""Kingston"",""FURY Beast"",""8GB"",""1x8"",""Single Channel"",""6000MHz"",""CL30"",""AMD EXPO""]",2026-08-17 11:22:00+00,152.42
ram-teamgroup-tforce-vulcan-z-ddr4-16gb-1x16-3200-cl16,teamgroup-tforce-vulcan-z-ddr4-16gb-1x16-3200-cl16,budget,TeamGroup T-Force Vulcan Z 16GB (1x16GB) DDR4 3200MHz CL16,TeamGroup,ram,Memory Module,"Módulo TeamGroup T-Force Vulcan Z DDR4 de 16GB en configuración single channel 1x16GB, P/N TLZGD416G3200HC16F01. Funciona a 3200MT/s, latencia CL16, ancho de banda PC4-25600, voltaje de 1.35V, disipador de aluminio gris, soporte XMP 2.0 y compatibilidad para plataformas DDR4 Intel y AMD.",195.54,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":16,""bandwidth"":""25600 MB/s"",""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x16"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Permite aplicar perfiles de overclocking de memoria desde BIOS.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para mejorar la disipación térmica.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""},{""name"":""Intel & AMD Compatible"",""description"":""Compatible con plataformas DDR4 Intel y AMD validadas por TEAMGROUP.""}]","{""latency_ns"":10,""read_speed"":25.6,""write_speed"":25.6}","[""DDR4"",""TeamGroup"",""T-Force"",""Vulcan Z"",""16GB"",""1x16"",""Single Channel"",""3200MHz"",""CL16""]",2026-08-17 11:02:00+00,179.90
ram-teamgroup-tforce-vulcan-z-ddr4-16gb-2x8-3200-cl16,teamgroup-tforce-vulcan-z-ddr4-16gb-2x8-3200-cl16,budget,TeamGroup T-Force Vulcan Z 16GB (2x8GB) DDR4 3200MHz CL16,TeamGroup,ram,Memory Module,"Kit TeamGroup T-Force Vulcan Z DDR4 de 16GB en configuración dual channel 2x8GB, P/N TLZGD416G3200HC16CDC01. Funciona a 3200MT/s, latencia CL16, ancho de banda PC4-25600, voltaje de 1.35V, disipador de aluminio gris, soporte XMP 2.0 y compatibilidad para plataformas DDR4 Intel y AMD.",129.99,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":16,""bandwidth"":""25600 MB/s"",""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x8"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":8,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Permite aplicar perfiles de overclocking de memoria desde BIOS.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para mejorar la disipación térmica.""},{""name"":""Low Power DDR4"",""description"":""Funcionamiento a 1.35V en el perfil DDR4-3200.""},{""name"":""Intel & AMD Compatible"",""description"":""Compatible con plataformas DDR4 Intel y AMD validadas por TEAMGROUP.""}]","{""latency_ns"":10,""read_speed"":51.2,""write_speed"":51.2}","[""DDR4"",""TeamGroup"",""T-Force"",""Vulcan Z"",""16GB"",""2x8"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 11:02:00+00,159.99
ram-teamgroup-tforce-vulcan-z-ddr4-32gb-1x32-3200-cl16,teamgroup-tforce-vulcan-z-ddr4-32gb-1x32-3200-cl16,budget,TeamGroup T-Force Vulcan Z 32GB (1x32GB) DDR4 3200MHz CL16,TeamGroup,ram,Memory Module,"Módulo TeamGroup T-Force Vulcan Z DDR4 de 32GB en configuración single channel 1x32GB, P/N TLZGD432G3200HC16F01. Funciona a 3200MT/s, latencia CL16, ancho de banda PC4-25600, voltaje de 1.35V, disipador de aluminio gris y compatibilidad para plataformas DDR4 Intel y AMD.",,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":32,""bandwidth"":""25600 MB/s"",""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x32"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":32,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Permite aplicar perfiles de overclocking de memoria desde BIOS.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para mejorar la disipación térmica.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliar capacidad manteniendo ranuras libres.""},{""name"":""Intel & AMD Compatible"",""description"":""Compatible con plataformas DDR4 Intel y AMD validadas por TEAMGROUP.""}]","{""latency_ns"":10,""read_speed"":25.6,""write_speed"":25.6}","[""DDR4"",""TeamGroup"",""T-Force"",""Vulcan Z"",""32GB"",""1x32"",""Single Channel"",""3200MHz"",""CL16""]",2026-08-17 11:02:00+00,
ram-teamgroup-tforce-vulcan-z-ddr4-32gb-2x16-3200-cl16,teamgroup-tforce-vulcan-z-ddr4-32gb-2x16-3200-cl16,budget,TeamGroup T-Force Vulcan Z 32GB (2x16GB) DDR4 3200MHz CL16,TeamGroup,ram,Memory Module,"Kit TeamGroup T-Force Vulcan Z DDR4 de 32GB en configuración dual channel 2x16GB, P/N TLZGD432G3200HC16CDC01. Funciona a 3200MT/s, latencia CL16, ancho de banda PC4-25600, voltaje de 1.35V, disipador de aluminio gris y compatibilidad para plataformas DDR4 Intel y AMD.",116.30,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":32,""bandwidth"":""25600 MB/s"",""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""2x16"",""module_count"":2,""has_dram_cache"":false,""module_capacity"":16,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Permite aplicar perfiles de overclocking de memoria desde BIOS.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para mejorar la disipación térmica.""},{""name"":""Low Power DDR4"",""description"":""Funcionamiento a 1.35V en el perfil DDR4-3200.""},{""name"":""Intel & AMD Compatible"",""description"":""Compatible con plataformas DDR4 Intel y AMD validadas por TEAMGROUP.""}]","{""latency_ns"":10,""read_speed"":51.2,""write_speed"":51.2}","[""DDR4"",""TeamGroup"",""T-Force"",""Vulcan Z"",""32GB"",""2x16"",""3200MHz"",""CL16"",""XMP 2.0""]",2026-08-17 11:02:00+00,107.00
ram-teamgroup-tforce-vulcan-z-ddr4-8gb-1x8-3200-cl16,teamgroup-tforce-vulcan-z-ddr4-8gb-1x8-3200-cl16,budget,TeamGroup T-Force Vulcan Z 8GB (1x8GB) DDR4 3200MHz CL16,TeamGroup,ram,Memory Module,"Módulo TeamGroup T-Force Vulcan Z DDR4 de 8GB en configuración single channel 1x8GB, P/N TLZGD48G3200HC16F01. Funciona a 3200MT/s, latencia CL16, ancho de banda PC4-25600, voltaje de 1.35V, disipador de aluminio gris, soporte XMP 2.0 y compatibilidad para plataformas DDR4 Intel y AMD.",21.68,,,"{""technology"":""DDR4""}","{""speed"":3200,""latency"":16,""voltage"":1.35,""capacity"":8,""bandwidth"":""25600 MB/s"",""technology"":""DDR4"",""ecc_support"":false,""form_factor"":""288-pin DIMM"",""dual_channel"":""1x8"",""module_count"":1,""has_dram_cache"":false,""module_capacity"":8,""profile_support"":[""XMP 2.0""],""overclocking_headroom"":""Medium""}","[{""name"":""Intel XMP 2.0"",""description"":""Permite aplicar perfiles de overclocking de memoria desde BIOS.""},{""name"":""Aluminum Heat Spreader"",""description"":""Disipador de aluminio para mejorar la disipación térmica.""},{""name"":""Single Module Upgrade"",""description"":""Formato de módulo único útil para ampliaciones básicas.""},{""name"":""Intel & AMD Compatible"",""description"":""Compatible con plataformas DDR4 Intel y AMD validadas por TEAMGROUP.""}]","{""latency_ns"":10,""read_speed"":25.6,""write_speed"":25.6}","[""DDR4"",""TeamGroup"",""T-Force"",""Vulcan Z"",""8GB"",""1x8"",""Single Channel"",""3200MHz"",""CL16""]",2026-08-17 11:02:00+00,19.95
